datetime,sensor,state,value,apparatus
2025-11-23 04:10:29,dv3,on,60,"Сокільники, 2"
2025-11-23 04:18:09,dv3,off,950,"Сокільники, 2"
2025-11-23 04:21:18,dv3,on,60,"Сокільники, 2"
2025-11-23 04:28:46,dv3,off,950,"Сокільники, 2"
2025-11-23 04:31:50,dv3,on,60,"Сокільники, 2"
2025-11-23 04:37:59,dv3,off,950,"Сокільники, 2"
2025-11-23 04:40:44,dv3,on,60,"Сокільники, 2"
2025-11-23 04:46:06,dv3,off,950,"Сокільники, 2"
2025-11-23 04:48:46,dv3,on,60,"Сокільники, 2"
2025-11-23 04:55:34,dv3,off,950,"Сокільники, 2"
2025-11-23 04:58:34,dv3,on,60,"Сокільники, 2"
2025-11-23 05:04:24,dv3,off,950,"Сокільники, 2"
2025-11-23 05:07:12,dv3,on,60,"Сокільники, 2"
2025-11-23 05:12:54,dv3,off,950,"Сокільники, 2"
2025-11-23 05:15:40,dv3,on,60,"Сокільники, 2"
2025-11-23 05:26:08,dv3,off,950,"Сокільники, 2"
2025-11-23 05:29:39,dv3,on,60,"Сокільники, 2"
2025-11-23 05:38:46,dv3,off,950,"Сокільники, 2"
2025-11-23 05:42:10,dv3,on,60,"Сокільники, 2"
2025-11-23 05:51:05,dv3,off,950,"Сокільники, 2"
2025-11-23 05:54:27,dv3,on,60,"Сокільники, 2"
2025-11-23 06:02:27,dv3,off,950,"Сокільники, 2"
2025-11-23 06:05:40,dv3,on,60,"Сокільники, 2"
2025-11-23 06:14:38,dv3,off,950,"Сокільники, 2"
2025-11-23 06:18:00,dv3,on,60,"Сокільники, 2"
2025-11-23 06:24:15,dv3,off,950,"Сокільники, 2"
2025-11-23 06:27:01,dv3,on,60,"Сокільники, 2"
2025-11-23 06:34:28,dv3,off,950,"Сокільники, 2"
2025-11-23 06:37:34,dv3,on,60,"Сокільники, 2"
2025-11-23 06:42:41,dv3,off,950,"Сокільники, 2"
2025-11-23 06:45:12,dv3,on,60,"Сокільники, 2"
2025-11-23 06:50:03,dv3,off,950,"Сокільники, 2"
2025-11-23 06:50:21,dv3,on,60,"Сокільники, 2"
2025-11-23 06:52:21,dv3,off,950,"Сокільники, 2"
2025-11-23 06:55:16,dv3,on,60,"Сокільники, 2"
2025-11-23 07:01:41,dv3,off,950,"Сокільники, 2"
2025-11-23 07:04:32,dv3,on,60,"Сокільники, 2"
2025-11-23 07:13:57,dv3,off,950,"Сокільники, 2"
2025-11-23 07:17:10,dv3,on,60,"Сокільники, 2"
2025-11-23 07:24:41,dv3,off,950,"Сокільники, 2"
2025-11-23 07:27:43,dv3,on,60,"Сокільники, 2"
2025-11-23 07:34:50,dv3,off,950,"Сокільники, 2"
2025-11-23 07:37:50,dv3,on,60,"Сокільники, 2"
2025-11-23 07:45:18,dv3,off,950,"Сокільники, 2"
2025-11-23 07:48:27,dv3,on,60,"Сокільники, 2"
2025-11-23 07:56:44,dv3,off,950,"Сокільники, 2"
2025-11-23 08:00:05,dv3,on,60,"Сокільники, 2"
2025-11-23 08:05:59,dv3,off,950,"Сокільники, 2"
2025-11-23 08:09:03,dv3,on,60,"Сокільники, 2"
2025-11-23 08:14:51,dv3,off,950,"Сокільники, 2"
2025-11-23 08:17:52,dv3,on,60,"Сокільники, 2"
2025-11-23 08:26:47,dv3,off,950,"Сокільники, 2"
2025-11-23 08:30:09,dv3,on,60,"Сокільники, 2"
2025-11-23 08:37:33,dv3,off,950,"Сокільники, 2"
2025-11-23 08:40:46,dv3,on,60,"Сокільники, 2"
2025-11-23 08:48:50,dv3,off,950,"Сокільники, 2"
2025-11-23 08:52:23,dv3,on,60,"Сокільники, 2"
2025-11-23 08:59:15,dv3,off,950,"Сокільники, 2"
2025-11-23 09:02:34,dv3,on,60,"Сокільники, 2"
2025-11-23 09:10:23,dv3,off,950,"Сокільники, 2"
2025-11-23 09:13:47,dv3,on,60,"Сокільники, 2"
2025-11-23 09:21:12,dv3,off,950,"Сокільники, 2"
2025-11-23 09:24:27,dv3,on,60,"Сокільники, 2"
2025-11-23 09:29:25,dv3,off,950,"Сокільники, 2"
2025-11-23 09:29:46,dv3,on,60,"Сокільники, 2"
2025-11-23 09:32:01,dv3,off,950,"Сокільники, 2"
2025-11-23 00:03:14,dv3,off,950,"Стрийська, 108"
2025-11-23 00:48:05,dv3,on,60,"Стрийська, 108"
2025-11-23 08:16:09,dv3,off,950,"Стрийська, 45в"
2025-11-23 09:03:37,dv3,on,60,"Стрийська, 45в"
2025-11-23 08:09:39,dv3,off,950,"Стрийська, 61"
2025-11-23 08:50:25,dv3,on,60,"Стрийська, 61"
2025-11-23 09:02:00,dv3,off,950,"Суботівська, 10а"
2025-11-23 09:24:06,dv3,on,60,"Суботівська, 10а"
2025-11-23 08:16:39,dv3,off,950,"Суботівська, 7"
2025-11-23 08:42:49,dv3,on,60,"Суботівська, 7"
2025-11-23 08:31:23,dv3,off,950,"Січових Стрільців, 13"
2025-11-23 09:12:29,dv3,on,60,"Січових Стрільців, 13"
2025-11-23 07:11:19,dv3,off,950,"Тернопільська, 8"
2025-11-23 07:32:11,dv3,on,60,"Тернопільська, 8"
2025-11-23 09:07:44,dv3,off,950,"Тернопільська, 8"
2025-11-23 09:18:39,dv3,on,60,"Тернопільська, 8"
2025-11-23 07:37:17,dv3,off,950,"Тичини, 14"
2025-11-23 08:17:56,dv3,on,60,"Тичини, 14"
2025-11-23 08:24:57,dv3,off,950,"Тичини, 14"
2025-11-23 08:43:21,dv3,on,60,"Тичини, 14"
2025-11-23 09:34:12,dv3,off,950,"Тичини, 14"
2025-11-23 06:55:39,dv3,on,60,"Угорська, 12"
2025-11-23 09:26:20,dv3,off,950,"Угорська, 12"
2025-11-23 08:55:47,dv3,off,950,"Федьковича, 38"
2025-11-23 09:07:51,dv3,on,60,"Федьковича, 38"
2025-11-23 09:19:30,dv3,off,950,"Федьковича, 38"
2025-11-23 05:44:06,dv3,on,60,"Хмельницького, 76"
2025-11-23 07:57:10,dv3,on,60,"Хмельницького, 76"
2025-11-23 07:59:49,dv3,on,60,"Хмельницького, 76"
2025-11-23 08:07:43,dv3,off,950,"Хмельницького, 76"
2025-11-23 08:19:02,dv3,on,60,"Хмельницького, 76"
2025-11-23 09:06:51,dv3,off,950,"Хмельницького, 76"
2025-11-23 09:34:13,dv3,on,60,"Хмельницького, 76"
2025-11-23 00:00:35,dv3,off,950,"Художня, 4"
2025-11-23 00:01:02,dv3,on,60,"Художня, 4"
2025-11-23 00:16:21,dv3,off,950,"Художня, 4"
2025-11-23 00:16:45,dv3,on,60,"Художня, 4"
2025-11-23 00:23:21,dv3,off,950,"Художня, 4"
2025-11-23 00:23:48,dv3,on,60,"Художня, 4"
2025-11-23 00:39:56,dv3,off,950,"Художня, 4"
2025-11-23 00:40:23,dv3,on,60,"Художня, 4"
2025-11-23 00:56:23,dv3,off,950,"Художня, 4"
2025-11-23 00:56:48,dv3,on,60,"Художня, 4"
2025-11-23 01:03:18,dv3,off,950,"Художня, 4"
2025-11-23 01:03:43,dv3,on,60,"Художня, 4"
2025-11-23 01:12:10,dv3,off,950,"Художня, 4"
2025-11-23 01:12:43,dv3,on,60,"Художня, 4"
2025-11-23 01:29:41,dv3,off,950,"Художня, 4"
2025-11-23 01:30:08,dv3,on,60,"Художня, 4"
2025-11-23 01:34:04,dv3,on,60,"Художня, 4"
2025-11-23 01:46:55,dv3,off,950,"Художня, 4"
2025-11-23 01:47:19,dv3,on,60,"Художня, 4"
2025-11-23 01:54:19,dv3,off,950,"Художня, 4"
2025-11-23 01:54:43,dv3,on,60,"Художня, 4"
2025-11-23 02:03:08,dv3,off,950,"Художня, 4"
2025-11-23 02:03:38,dv3,on,60,"Художня, 4"
2025-11-23 02:21:39,dv3,off,950,"Художня, 4"
2025-11-23 02:22:06,dv3,on,60,"Художня, 4"
2025-11-23 02:37:29,dv3,off,950,"Художня, 4"
2025-11-23 02:37:52,dv3,on,60,"Художня, 4"
2025-11-23 02:45:01,dv3,off,950,"Художня, 4"
2025-11-23 02:45:26,dv3,on,60,"Художня, 4"
2025-11-23 02:51:47,dv3,off,950,"Художня, 4"
2025-11-23 02:52:12,dv3,on,60,"Художня, 4"
2025-11-23 02:58:50,dv3,off,950,"Художня, 4"
2025-11-23 02:59:12,dv3,on,60,"Художня, 4"
2025-11-23 03:08:00,dv3,off,950,"Художня, 4"
2025-11-23 03:08:27,dv3,on,60,"Художня, 4"
2025-11-23 03:23:46,dv3,off,950,"Художня, 4"
2025-11-23 03:24:07,dv3,on,60,"Художня, 4"
2025-11-23 03:31:02,dv3,off,950,"Художня, 4"
2025-11-23 03:31:26,dv3,on,60,"Художня, 4"
2025-11-23 03:38:35,dv3,off,950,"Художня, 4"
2025-11-23 03:38:59,dv3,on,60,"Художня, 4"
2025-11-23 03:46:50,dv3,off,950,"Художня, 4"
2025-11-23 03:47:17,dv3,on,60,"Художня, 4"
2025-11-23 04:05:28,dv3,off,950,"Художня, 4"
2025-11-23 04:05:58,dv3,on,60,"Художня, 4"
2025-11-23 04:21:47,dv3,off,950,"Художня, 4"
2025-11-23 04:22:05,dv3,on,60,"Художня, 4"
2025-11-23 04:28:24,dv3,off,950,"Художня, 4"
2025-11-23 04:28:47,dv3,on,60,"Художня, 4"
2025-11-23 04:37:09,dv3,off,950,"Художня, 4"
2025-11-23 04:37:36,dv3,on,60,"Художня, 4"
2025-11-23 04:55:34,dv3,off,950,"Художня, 4"
2025-11-23 04:56:04,dv3,on,60,"Художня, 4"
2025-11-23 05:13:50,dv3,off,950,"Художня, 4"
2025-11-23 05:14:17,dv3,on,60,"Художня, 4"
2025-11-23 05:29:36,dv3,off,950,"Художня, 4"
2025-11-23 05:29:57,dv3,on,60,"Художня, 4"
2025-11-23 05:37:36,dv3,off,950,"Художня, 4"
2025-11-23 05:38:01,dv3,on,60,"Художня, 4"
2025-11-23 05:45:16,dv3,off,950,"Художня, 4"
2025-11-23 05:45:43,dv3,on,60,"Художня, 4"
2025-11-23 06:01:09,dv3,off,950,"Художня, 4"
2025-11-23 06:01:29,dv3,on,60,"Художня, 4"
2025-11-23 06:08:50,dv3,off,950,"Художня, 4"
2025-11-23 06:09:15,dv3,on,60,"Художня, 4"
2025-11-23 06:17:36,dv3,off,950,"Художня, 4"
2025-11-23 06:18:03,dv3,on,60,"Художня, 4"
2025-11-23 06:33:13,dv3,off,950,"Художня, 4"
2025-11-23 06:33:37,dv3,on,60,"Художня, 4"
2025-11-23 06:42:14,dv3,off,950,"Художня, 4"
2025-11-23 06:42:41,dv3,on,60,"Художня, 4"
2025-11-23 06:57:54,dv3,off,950,"Художня, 4"
2025-11-23 06:58:18,dv3,on,60,"Художня, 4"
2025-11-23 07:04:24,dv3,off,950,"Художня, 4"
2025-11-23 07:04:42,dv3,on,60,"Художня, 4"
2025-11-23 07:12:31,dv3,off,950,"Художня, 4"
2025-11-23 07:13:01,dv3,on,60,"Художня, 4"
2025-11-23 07:33:17,dv3,off,950,"Художня, 4"
2025-11-23 07:33:50,dv3,on,60,"Художня, 4"
2025-11-23 07:51:03,dv3,off,950,"Художня, 4"
2025-11-23 07:51:30,dv3,on,60,"Художня, 4"
2025-11-23 08:06:40,dv3,off,950,"Художня, 4"
2025-11-23 08:07:01,dv3,on,60,"Художня, 4"
2025-11-23 08:15:50,dv3,off,950,"Художня, 4"
2025-11-23 08:16:20,dv3,on,60,"Художня, 4"
2025-11-23 08:32:15,dv3,off,950,"Художня, 4"
2025-11-23 08:32:39,dv3,on,60,"Художня, 4"
2025-11-23 08:41:19,dv3,off,950,"Художня, 4"
2025-11-23 08:41:52,dv3,on,60,"Художня, 4"
2025-11-23 09:00:14,dv3,off,950,"Художня, 4"
2025-11-23 09:00:44,dv3,on,60,"Художня, 4"
2025-11-23 09:17:11,dv3,off,950,"Художня, 4"
2025-11-23 09:17:45,dv3,on,60,"Художня, 4"
2025-11-23 00:58:52,dv3,off,950,"Цегельского, 10"
2025-11-23 01:14:46,dv3,on,60,"Цегельского, 10"
2025-11-23 09:05:41,dv3,off,950,"Цегельского, 10"
2025-11-23 00:42:34,dv3,on,778,"Шевченка, 111"
2025-11-23 09:14:55,dv3,off,902,"Шевченка, 111"
2025-11-23 09:32:04,dv3,on,770,"Шевченка, 111"
2025-11-23 00:00:22,dv3,off,950,"Шевченка, 31б"
2025-11-23 00:04:08,dv3,on,60,"Шевченка, 31б"
2025-11-23 09:13:42,dv3,off,950,"Шевченка, 31б"
2025-11-23 09:13:49,dv3,on,60,"Шевченка, 31б"
2025-11-23 09:13:53,dv3,off,950,"Шевченка, 31б"
2025-11-23 09:14:01,dv3,on,60,"Шевченка, 31б"
2025-11-23 09:14:04,dv3,off,950,"Шевченка, 31б"
2025-11-23 09:17:48,dv3,on,60,"Шевченка, 31б"
2025-11-23 08:39:53,dv3,off,950,"Шевченка, 80"
2025-11-23 08:55:31,dv3,on,60,"Шевченка, 80"
2025-11-23 09:27:31,dv3,off,950,"Широка, 96а"
2025-11-23 02:56:54,dv3,on,60,"Щурата, 9"
2025-11-23 03:55:43,dv3,off,950,"Щурата, 9"
2025-11-23 04:01:44,dv3,on,60,"Щурата, 9"
2025-11-23 09:14:50,dv3,off,950,"Щурата, 9"
2025-11-23 08:02:32,dv3,off,950,"Яворницького, 8"
2025-11-23 08:09:32,dv3,on,60,"Яворницького, 8"
2025-11-23 09:00:55,dv3,off,950,"Яворницького, 8"
2025-11-23 09:10:32,dv3,on,60,"Яворницького, 8"
2025-11-23 09:15:41,dv3,off,950,"Яворницького, 8"
2025-11-23 09:25:13,dv3,on,60,"Яворницького, 8"
2025-11-23 09:19:58,dv3,off,950,"просп. Свободи, 1"
2025-11-23 00:37:04,dv3,off,731,"просп.В.Чорновола, 101"
2025-11-23 00:42:56,dv3,on,667,"просп.В.Чорновола, 101"
2025-11-23 02:13:23,dv3,off,735,"просп.В.Чорновола, 101"
2025-11-23 02:19:38,dv3,on,668,"просп.В.Чорновола, 101"
2025-11-23 03:50:05,dv3,off,732,"просп.В.Чорновола, 101"
2025-11-23 03:56:16,dv3,on,667,"просп.В.Чорновола, 101"
2025-11-23 05:27:44,dv3,off,732,"просп.В.Чорновола, 101"
2025-11-23 05:33:46,dv3,on,667,"просп.В.Чорновола, 101"
2025-11-23 07:02:34,dv3,off,732,"просп.В.Чорновола, 101"
2025-11-23 07:08:36,dv3,on,668,"просп.В.Чорновола, 101"
2025-11-23 07:43:39,dv3,off,755,"просп.В.Чорновола, 101"
2025-11-23 07:54:39,dv3,on,668,"просп.В.Чорновола, 101"
2025-11-23 09:27:38,dv3,off,732,"просп.В.Чорновола, 101"
2025-11-23 00:55:59,dv3,off,950,"просп.В.Чорновола, 55"
2025-11-23 01:08:53,dv3,on,60,"просп.В.Чорновола, 55"
2025-11-23 08:01:15,dv3,off,950,"просп.В.Чорновола, 55"
2025-11-23 08:08:24,dv3,on,60,"просп.В.Чорновола, 55"
2025-11-23 08:25:52,dv3,off,950,"просп.В.Чорновола, 55"
2025-11-23 08:32:08,dv3,on,60,"просп.В.Чорновола, 55"
2025-11-23 07:46:54,dv3,off,673,"просп.В.Чорновола, 67ж"
2025-11-23 08:04:54,dv3,on,547,"просп.В.Чорновола, 67ж"
2025-11-23 07:39:37,dv3,off,950,"просп.В.Чорновола, 69"
2025-11-23 07:40:15,dv3,on,60,"просп.В.Чорновола, 69"
2025-11-23 08:18:51,dv3,off,950,"просп.В.Чорновола, 7а"
